x1,y1
52.64027913,2.380354736
53.20022255,2.431785889
53.76016597,2.483476318
54.32010939,2.541452148
54.8800528,2.601576904
55.43999622,2.659929688
56.0004438,2.706314209
56.56038721,2.761230225
57.12033498,2.8105979
57.6802784,2.841841064
58.24022181,2.874910645
58.80016523,2.923723389
59.36010865,3.003208984
59.92005207,3.080217041
60.47999548,3.140654785
61.04044306,3.180591309
61.60039082,3.202970215
62.16033424,3.270195068
62.72027766,3.349365723
63.28022107,3.427751221
63.84016449,3.506300781
64.40010791,3.568438477
64.96005133,3.626209473
65.51999475,3.668392578
66.08044667,3.709273193
66.64039008,3.753109619
67.2003335,3.797303223
67.76027692,3.856415039
68.32022034,3.932186523
68.88016375,4.003900879
69.44010717,4.088726074
70.00005059,4.166302734
70.55999835,4.22975
71.12044593,4.288380371
71.68038934,4.332277344
72.24033276,4.37573584
72.80027618,4.41652002
73.3602196,4.461951172
73.92016302,4.524203613
74.48010643,4.586336914
75.04004985,4.644365723
75.60049742,4.68627002
76.16044084,4.718419434
76.72038426,4.772595215
77.28033637,4.845267578
77.84027979,4.913957031
78.40022321,4.982357422
78.96016662,5.057622559
79.52011004,5.136620605
80.08005346,5.198326172
80.64050103,5.242229004
81.20044445,5.267865234
81.76038787,5.291870117
82.32033129,5.328181641
82.8802747,5.370669922
83.44021812,5.415455078
84.00016154,5.47297998
84.56010496,5.536844238
85.12055253,5.617475098
85.68049595,5.692892578
86.24044806,5.746311523
86.80039148,5.793243652
87.36033489,5.832719727
87.92027831,5.887166992
88.48022173,5.932511719
89.04016515,5.955749023
89.60061272,5.983252441
90.16055614,6.03426709
90.72049956,6.111910156
91.28044297,6.205657715
91.84038639,6.291363281
92.40032981,6.371742188
92.96027323,6.42815332
93.52021664,6.479970703
94.08016006,6.54134082
94.64060764,6.603820313
95.20055105,6.671853027
95.76050316,6.744118652
96.32044658,6.830276367
96.88039,6.933276367
97.44033342,6.994412109
98.00027683,7.069319336
98.56022025,7.117801758
99.12066783,7.129787598
99.68061124,7.127324219
100.2405547,7.140333984
100.8004981,7.188492188
101.3604415,7.264381348
101.9203849,7.317399414
102.4803283,7.364397461
103.0402717,7.393840332
103.6007193,7.427849609
104.1606627,7.484644531
104.7206149,7.548466309
105.2805583,7.621569336
105.8405017,7.696255859
106.4004451,7.772800781
106.9603885,7.843136719
107.5203319,7.904806641
108.0802754,7.96894043
108.6407229,8.043999023
109.2006663,8.115146973
109.7606098,8.169218262
110.3205532,8.215621094
110.8804966,8.259300781
111.44044,8.32212793
112.0003834,8.386060547
112.5603269,8.461520508
113.1207744,8.541177734
113.6807265,8.619227539
114.24067,8.710552734
114.8006134,8.779532227
115.3605568,8.831665039
115.9205002,8.891067383
116.4804436,8.952050781
117.040387,9.028243164
117.6003305,9.091981445
118.160778,9.164287109
118.7207215,9.250855469
119.2806649,9.339178711
119.8406083,9.413271484
120.4005517,9.463578125
120.9604951,9.514685547
121.5204385,9.558166016
122.080382,9.592873047
122.6408382,9.635140625
123.2007816,9.689157227
123.7607251,9.729897461
124.3206685,9.803402344
124.8806119,9.867049805
125.4405553,9.922266602
126.0004987,10.0065293
126.5604421,10.07619336
127.1208897,10.13765527
127.6808331,10.17569238
128.2407766,10.22690723
128.80072,10.28059375
129.3606634,10.30884863
129.9206068,10.35779199
130.4805502,10.40785156
131.0404936,10.4879375
131.6004458,10.53227246
132.1608933,10.57582227
132.7208367,10.62975391
133.2807802,10.71185547
133.8407236,10.78202832
134.400667,10.84587891
134.9606104,10.9009541
135.5205538,10.93303418
136.0804973,10.95855566
136.6409448,10.9859873
137.2008882,11.03600586
137.7608317,11.08482324
138.3207751,11.13256836
138.8807185,11.16884277
139.4406619,11.18104492
140.0006053,11.22732227
140.5605574,11.22240039
141.121005,11.2457207
141.6809484,11.31916895
142.2408919,11.42595605
142.8008353,11.50188086
143.3607787,11.56021484
143.9207221,11.60947461
144.4806655,11.63565625
145.0406089,11.69578516
145.6005524,11.76402148
146.1609999,11.80345313
146.7209434,11.8235498
147.2808868,11.8620332
147.8408302,11.91805664
148.4007736,12.00906445
148.960717,12.0527373
149.5206604,12.06261426
150.0806039,12.1011875
150.6405473,12.1714502
151.2009948,12.26609082
151.7609383,12.36358594
152.3208817,12.43601855
152.8808251,12.49301563
153.4407685,12.55338086
154.0007119,12.59094531
154.5606727,12.62294141
155.1206162,12.70641602
155.6805596,12.78232715
156.240503,12.86985352
156.8009506,12.9193877
157.360894,12.93264648
157.9208374,12.93285938
158.4807808,12.96586523
159.0407242,13.02013965
159.6006677,13.07285059
160.1606111,13.15326758
160.7205545,13.22651758
161.2804979,13.28445215
161.8404413,13.34961719
162.4008889,13.42589941
162.9608323,13.52727734
163.5207757,13.64403125
164.0807192,13.72285742
164.6406626,13.76584277
165.200606,13.79366113
165.7605494,13.83642969
166.3204928,13.86507129
166.8804362,13.90394531
167.4403797,13.99270898
168.0008272,14.08139844
168.5607707,14.19137891
169.1207141,14.24425
169.6806575,14.24586523
170.2406009,14.29552637
170.8005443,14.34577148
171.3604877,14.41080273
171.9204312,14.48414453
172.480392,14.5242168
173.0403354,14.58374219
173.600783,14.61257324
174.1607264,14.65318945
174.7206698,14.66876172
175.2806132,14.67995703
175.8405566,14.72524414
176.4005,14.72915625
176.9604435,14.76555859
177.5203869,14.81469141
178.0803303,14.83707031
178.6407779,14.84511426
179.2007213,14.81760059
179.7606647,14.75418164
180.3206081,14.74704883
180.8805515,14.69329688
181.440495,14.63395313
182.0004384,14.55551758
182.5603818,14.44418066
183.1203252,14.30841406
183.6802686,14.10777734
184.2407162,13.92645703
184.8006596,13.68842969
185.360603,13.41540332
185.9205465,13.08204883
186.4804899,12.68990234
187.0404333,12.37183691
187.6003767,12.0785752
188.1603201,11.75297168
188.7202635,11.502
189.280207,11.27755078
189.8406545,11.06915039
190.4006153,10.95725586
190.9605588,10.82699414
191.5205022,10.69873828
192.0804456,10.63296289
192.640389,10.5697832
193.2003324,10.55095117
193.7602758,10.52776074
194.3202193,10.49942969
194.8801627,10.52802832
195.4406102,10.53128223
196.0005537,10.49478418
196.5604971,10.46520801
197.1204405,10.44783008
197.6803839,10.43729492
198.2403273,10.41820215
198.8002708,10.42732813
199.3602142,10.4519043
199.9201576,10.41005957
200.4806052,10.38509375
201.0405486,10.37053613
201.600492,10.31146289
202.1604354,10.25910742
202.7203788,10.13266211
203.2803223,10.03162598
203.8402657,9.995138672
204.4002091,9.949055664
204.9601525,9.929101563
205.5200959,9.874613281
206.0805435,9.8826875
206.6404869,9.895392578
207.2004303,9.875105469
207.7603738,9.816560547
208.3203172,9.744458008
208.880278,9.749291992
209.4402214,9.705585938
210.0001648,9.613113281
210.5601082,9.551642578
211.1200516,9.48334375
211.6804992,9.459041016
212.2404426,9.438662109
212.8003861,9.382865234
213.3603295,9.355207031
213.9202729,9.320854492
214.4802163,9.330998047
215.0401597,9.329057617
215.6001031,9.285807617
216.1600466,9.275639648
216.71999,9.248361328
217.2804375,9.280628906
217.840381,9.316314453
218.4003244,9.294043945
218.9602678,9.265580078
219.5202112,9.216150391
220.0801546,9.255789063
220.6400981,9.287441406
221.2000415,9.282061523
221.7599849,9.268945313
222.3204325,9.235029297
222.8803759,9.226810547
223.4403193,9.228000977
224.0002627,9.276503906
224.5602061,9.296748047
225.1201496,9.290777344
225.680093,9.337183594
226.2400364,9.340557617
226.7999972,9.352558594
227.3599406,9.361103516
227.9203882,9.364992188
228.4803316,9.405685547
229.040275,9.453246094
229.6002184,9.477083984
230.1601619,9.473910156
230.7201053,9.445367188
231.2800487,9.479158203
231.8399921,9.488339844
232.3999355,9.552236328
232.9598789,9.608939453
233.5203265,9.596216797
234.0802699,9.575441406
234.6402134,9.515111328
235.2001568,9.464064453
235.7601002,9.490557617
236.3200436,9.491228516
236.879987,9.435425781
237.4399304,9.387243164
237.9998739,9.38249707
238.5598173,9.407631836
239.1202648,9.449146484
239.6802083,9.508321289
240.2401517,9.502682617
240.8000951,9.425640625
241.3600385,9.426942383
241.9199819,9.468000977
242.4799254,9.562229492
243.0398688,9.619675781
243.5998122,9.639797852
244.1602598,9.689147461
244.7202206,9.764083984
245.280164,9.747773438
245.8401074,9.728386719
246.4000508,9.690311523
246.9599942,9.673504883
247.5199377,9.699293945
248.0798811,9.709206055
248.6398245,9.760251953
249.1997679,9.823525391
249.7602155,9.81246875
250.3201589,9.806487305
250.8801023,9.798580078
251.4400457,9.752341797
251.9999892,9.683197266
252.5599326,9.637976563
253.119876,9.606976563
253.6798194,9.594267578
254.2397628,9.561355469
254.7997062,9.531416992
255.3601538,9.546052734
255.9200972,9.51134375
256.4800406,9.400164063
257.0399841,9.250293945
257.5999275,9.135183594
258.1598709,9.043601563
258.7198143,8.95305957
259.2797577,8.853892578
259.8397012,8.731195313
260.3996446,8.679831055
260.9600921,8.636084961
261.5200356,8.576705078
262.079979,8.483891602
262.6399398,8.424240234
263.1998832,8.392052734
263.7598266,8.332410156
264.31977,8.23143457
264.8797135,8.136708984
265.4396569,8.088898438
265.9996003,8.085819824
266.5600479,8.049481934
267.1199913,8.033239258
267.6799347,8.033274414
268.2398781,8.035824219
268.7998215,8.022948242
269.359765,8.009193848
269.9197084,8.037438477
270.4796518,8.107816406
271.0395952,8.149379883
271.6000428,8.154077148
272.1599862,8.180652344
272.7199296,8.20596875
273.279873,8.258740234
273.8398165,8.326236328
274.3997599,8.353208008
274.9597033,8.386132813
275.5196467,8.457589844
276.0795901,8.501191406
276.6395335,8.513169922
277.1999811,8.538108398
277.7599245,8.571682617
278.3198679,8.651108398
278.8798114,8.705924805
279.4397548,8.732121094
279.9996982,8.777275391
