x1,y1
0.00063,1.742188477
0.700559976,0.699066162
1.400489928,0.209947418
2.100419879,0.011068071
2.80034983,-0.114970306
3.500279951,-0.10543409
4.200209902,-0.002897369
4.900139854,0.103275604
5.600069805,0.222372391
6.299999756,0.091421532
7.000559902,0.001207652
7.700489853,-0.045496471
8.400419805,-0.05230492
9.100349756,0.003620382
9.800279707,0.03485918
10.50020966,0.044553883
11.20013961,0.044776237
11.90006888,0.028835415
12.59999951,0.022704096
13.30055898,0.033657322
14.00048961,0.037948624
14.70041888,0.036610081
15.40034951,0.042533306
16.10027878,0.037002289
16.80020941,0.048241543
17.50013869,0.052987671
18.20006932,0.04205888
18.89999859,0.048332474
19.60055941,0.044107979
20.30048869,0.054328499
21.00041932,0.05132045
21.70034859,0.066950226
22.40027922,0.089169319
23.10020849,0.112553589
23.80013776,0.109377632
24.50006975,0.083028
25.19999902,0.087790726
25.90055849,0.096448105
26.60048776,0.137292236
27.30041975,0.142053894
28.00034902,0.167417374
28.7002783,0.211432816
29.40020757,0.30562561
30.10013956,0.327653351
30.80006883,0.349237579
31.4999981,0.392892273
32.20055757,0.438132294
32.90048956,0.460269287
33.60041883,0.545302185
34.3003481,0.580740906
35.00027737,0.668166138
35.70020936,0.743446655
36.40013863,0.747632935
37.10006791,0.817785889
37.79999718,0.919399292
38.50055936,0.980667603
39.20048863,0.998789307
39.90041791,1.066501099
40.60034718,1.136767578
41.30027917,1.211195313
42.00020844,1.333707275
42.70013771,1.421311523
43.40006698,1.537473633
44.09999897,1.508650513
44.80055844,1.6192854
45.50048771,1.734544922
46.20041698,1.739076904
46.90034625,1.843130127
47.60027553,1.95766748
48.30021023,2.02308728
49.0001395,2.089540771
49.70006878,2.114368896
50.39999805,2.354093994
51.10055751,2.493106445
51.80048679,2.55977124
52.50041606,2.481444336
53.20034533,2.61735791
53.90028004,2.717981934
54.60020931,2.907489014
55.30013858,2.816012207
56.00006785,2.937319336
56.69999712,3.016114746
57.40055659,3.280938965
58.10048586,3.313533203
58.80041514,3.392458984
59.50034441,3.364786133
60.20027911,3.579885742
60.90020839,3.637731445
61.60013766,3.780805908
62.30006693,3.810066895
62.9999962,3.951579102
63.70055567,4.046070068
64.40048494,4.217970703
65.10041421,4.273699707
65.80034892,4.29607373
66.50027819,4.235308594
67.20020746,4.350987305
67.90013673,4.121411133
68.60006601,4.060882324
69.29999528,4.127694336
70.00055475,4.345401367
70.70048402,4.479703125
71.40041872,4.613136719
72.10034799,4.804436035
72.80027727,5.07312793
73.50020654,4.971007324
74.20013581,5.071282227
74.90006508,5.183185059
75.59999436,5.276975586
76.30055382,5.440559082
77.00048853,5.597124512
77.7004178,5.825876465
78.40034707,6.07289502
79.10027634,6.190670898
79.80020562,6.332974609
80.50013489,6.318257324
81.20006416,6.21014209
81.89999343,6.215314453
82.60055833,6.197231445
83.3004876,6.453916504
84.00041688,6.619047852
84.70034615,6.834351074
85.40027542,6.836703125
86.10020469,6.856877441
86.80013396,7.020096191
87.50006324,7.10480957
88.19999794,7.360606934
88.90055741,7.500203125
89.60048668,7.589041504
90.30041595,7.675877441
91.00034523,7.682763672
91.7002745,7.735029785
92.40020377,8.003270508
93.10013304,8.124733398
93.80006231,8.258342773
94.50062178,8.136080078
95.20055105,8.361361328
95.90048033,8.422021484
96.60042046,8.637554688
97.30034973,8.76446875
98.00027901,8.891932617
98.70020828,8.823575195
99.40013755,8.812505859
100.1000668,9.016429688
100.8006263,9.264709961
101.5005556,9.127754883
102.2004848,9.247389648
102.9004141,9.154144531
103.6003434,9.391760742
104.3002727,9.432580078
105.0002019,9.645253906
105.7001312,9.841436523
106.4006907,9.803927734
107.1006199,10.00497852
107.8005601,9.871125
108.5004893,9.997945313
109.2004186,9.993075195
109.9003479,9.943597656
110.6002772,10.0599248
111.3002064,10.16824219
112.0007659,10.34476855
112.7006952,10.43160156
113.4006244,10.50620313
114.1005537,10.55700293
114.800483,10.60644531
115.5004123,10.69912207
116.2003415,10.79062305
116.9002708,10.7779502
117.6002001,10.86424219
118.3007595,10.89026563
119.0006888,10.94806152
119.700629,11.07843555
120.4005582,11.16284668
121.1004875,11.30162012
121.8004168,11.46598438
122.500346,11.67862402
123.2002753,11.80205957
123.9008348,11.89307813
124.6007641,12.04359668
125.3006933,12.13033301
126.0006226,12.14583398
126.7005519,12.18079199
127.4004811,12.21827051
128.1004104,12.41416699
128.8003397,12.48821875
129.5008992,12.5579082
130.2008284,12.72161719
130.9007686,12.73727441
131.6006978,12.86228125
132.3006271,12.75297266
133.0005564,12.76074512
133.7004857,12.83142969
134.4004149,13.01971191
135.1003442,13.11536816
135.8009037,13.08258594
136.5008329,13.18430859
137.2007622,13.43912695
137.9006915,13.47447461
138.6006208,13.53941016
139.30055,13.6367998
140.0004793,13.73813281
140.7004086,13.83965039
141.400968,13.97565723
142.1009082,13.96858594
142.8008374,14.08533789
143.5007667,14.06813574
144.200696,14.32740039
144.9006253,14.41280176
145.6005545,14.33819336
146.3004838,14.56004297
147.0004131,14.72648438
147.7009725,14.84044531
148.4009018,14.97659863
149.1008311,14.96168262
149.8007604,14.85314063
150.5006896,14.96338086
151.2006189,15.04822559
151.9005482,15.13008008
152.6004774,15.28193457
153.3010478,15.38695801
154.0009771,15.60023145
154.7009063,15.57736133
155.4008356,15.72662891
156.1007649,15.81623047
156.8006941,15.89389453
157.5006234,16.04514648
158.2005527,16.05860156
158.9011122,16.16057031
159.6010414,16.124125
160.3009707,16.10040625
161.0009,16.09393066
161.7008292,16.23480664
162.4007585,16.32456445
163.1006878,16.44793359
163.8006171,16.40580859
164.5005572,16.43436328
165.2011167,16.51349219
165.9010459,16.4308457
166.6009752,16.52494336
167.3009045,16.54184766
168.0008338,16.71733594
168.700763,16.75151758
169.4006923,16.76657031
170.1006216,16.85996875
170.801181,17.07828125
171.5011103,17.04676367
172.2010396,17.14538867
172.9009689,17.13903125
173.6008981,17.16821484
174.3008274,17.27071875
175.0007567,17.255125
175.7006968,17.50420313
176.4012563,17.63314063
177.1011855,17.70201563
177.8011148,17.5579082
178.5010441,17.74699609
179.2009734,17.83754688
179.9009026,17.99015234
180.6008319,18.00860938
181.3007612,18.13644531
182.0006905,18.14226563
182.7012499,18.25983203
183.4011792,18.20442578
184.1011085,18.28991016
184.8010377,18.14094922
185.500967,18.38447266
186.2008963,18.28925781
186.9008256,18.43012305
187.6007548,18.12135352
188.3006841,17.32175391
189.0012436,16.1495
189.7011728,15.25554004
190.4011021,15.07427344
191.1010314,15.0937041
191.8009607,14.78939453
192.5008899,14.4171709
193.2008409,14.93351563
193.9007702,14.85355664
194.6006995,14.53953125
195.3006287,14.75964941
196.0011882,14.50831543
196.7011175,14.36192969
197.4010468,14.46282422
198.100976,14.56884473
198.8009053,14.47509082
199.5008346,14.27813281
200.2007638,14.45645508
200.9006931,14.48416602
201.6006224,14.21763477
